track_name,Seven (feat. Latto) (Explicit Ver.),LALA,vampire,Cruel Summer,WHERE SHE GOES,Sprinter,Ella Baila Sola,Columbia,fukumean,La Bebe - Remix,un x100to,Super Shy,Flowers,Daylight,As It Was,Kill Bill,Cupid - Twin Ver.,"What Was I Made For? [From The Motion Picture ""Barbie""]",Classy 101,Like Crazy,LADY GAGA,I Can See You (Taylors Version) (From The,I Wanna Be Yours,"Peso Pluma: Bzrp Music Sessions, Vol. 55",Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),SABOR FRESA,Calm Down (with Selena Gomez),MOJABI GHOST,Last Night,Dance The Night (From Barbie The Album),Rush,TULUM,Creepin',Anti-Hero,TQG,Los del Espacio,Fragil (feat. Grupo Front,Blank Space,Style,TQM,El Azul,Sunflower - Spider-Man: Into the Spider-Verse,I'm Good (Blue),See You Again,Barbie World (with Aqua) [From Barbie The Album],Angels Like You,I Ain't Worried,Die For You,Starboy,Die For You - Remix,El Cielo,Baby Don't Hurt Me,AMARGURA,(It Goes Like) Nanana - Edit,Another Love,Blinding Lights,Moonlight,La Bachata,S91,cardigan,T,Boy's a liar Pt. 2,Left and Right (Feat. Jung Kook of BTS),BESO,Hey Mor,Yellow,Karma,People,Overdrive,Enchanted (Taylor's Version),BABY HELLO,Heat Waves,golden hour,Sweater Weather,"Quevedo: Bzrp Music Sessions, Vol. 52",Viva La Vida,Here With Me,Unholy (feat. Kim Petras),Yandel 150,CORAZoN VA,Riptide,Until I Found You (with Em Beihold) - Em Beihold Version,Novidade na ,Back To December (Taylor's Version),STAY (with Justin Bieber),El Merengue,Someone You Loved,Me Porto Bonito,Makeba,MONTAGEM - FR PUNK,Fast Car,What It Is (Solo Version),Coco Chanel,Dont Bl,Still With You,All My Life (feat. J. Cole),Say Yes To Heaven,Snooze,Summertime Sadness,Take Two,Lover,Too Many Nights (feat. Don Toliver & with Future),Chemical,Mockingbird,New Jeans,Primera Cita,Cold Heart - PNAU Remix,Dandelions,Bones,Set Fire to the Rain,Money Trees,Tak Segampang Itu,LAGUNAS,Mine (Taylor's Version),Everybody Wants To Rule The World,No Role Modelz,Tattoo,Rara Vez,VAGABUNDO,august,LUNA,Miracle (with Ellie Goulding),Nonsense,Que Vuelvas,Por las Noches,Feliz Cumpleaos Fe,Can't Hold Us (feat. Ray Dalton),Watermelon Sugar,lovely - Bonus Track,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Queencard,OMG,Radio,"Shakira: Bzrp Music Sessions, Vol. 53",505,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",Trance (with Travis Scott & Young Thug),"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",Perfect,Romantic Homicide,Believer,Novo Balan,"Gol Bolinha, Gol Quadrado 2",Without Me,QUEMA,Stargirl Interlude,Ojitos Lindos,Somewhere Only We Know,Those Eyes,El Gordo Trae El Mando,Mi Bello Angel,Bye,Danza Kuduro,Nosso Quadro,Locked Out Of Heaven,Un Finde | CROSSOVER #2,Jimmy Cooks (feat. 21 Savage),Counting Stars,Ghost,Under The Influence,PRC,Gasolina,One Dance,Enchanted,Save Your Tears,Sure Thing,Every Breath You Take - Remastered 2003,The Night We Met,We Found Love,When I Was Your Man,Let Me Down Slowly,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",Do I Wanna Know?,Demons,l,Reminder,Shake It Off,Why'd You Only Call Me When You're High?,SNAP,Shape of You,Night Changes,Fin de Semana,Creep,Car's Outside,Apocalypse,Cheques,Pink + White,Circles,Just The Way You Are,Take Me To Church,Bebe Dame,You Belong With Me (Taylor���s Ve,Titi Me Pregunt,Better Than Revenge (Taylor's Version),Shut up My Moms Calling,Have You Ever Seen The Rain?,Es un Secreto,POLARIS - Remix,Ditto
in_deezer_playlists,45,58,91,125,87,88,43,30,48,66,54,21,745,182,863,161,78,95,54,23,10,42,582,32,87,10,318,41,15,143,50,13,245,165,184,34,24,410,151,15,6,843,537,247,65,138,458,24,"2,445",74,57,213,23,109,"3,394","3,421",57,161,39,142,73,102,4,182,89,"4,053",32,169,31,8,58,707,109,"1,056",164,"4,095",68,331,80,18,"1,003",71,25,5,798,110,"1,8",141,"2,703",8,35,24,29,0,8,69,63,42,"1,632",25,163,19,59,"2,394",4,6,"1,034",59,327,"2,163",695,0,4,6,"2,655",476,145,24,47,61,8,246,38,21,4,52,"6,551","1,212","1,078",32,7,15,282,254,588,31,30,1,"2,094",50,"2,969",26,30,"3,889",26,5,99,"5,239",44,4,3,8,974,66,356,12,58,"3,394",95,3,10,453,"3,631",113,112,435,929,939,"4,607",806,885,28,"2,733","3,425",8,238,"1,378","1,089",226,"6,808",2,6,"6,807",61,790,0,266,633,"2,946","4,623",21,1,139,3,19,653,19,21,11
in_deezer_charts,10,14,14,12,15,17,13,13,11,13,12,5,58,24,46,12,6,24,14,2,4,1,2,11,14,5,38,14,1,38,1,8,23,9,18,7,9,2,4,6,3,4,45,1,16,1,37,0,1,1,10,11,10,17,19,20,1,15,6,4,4,14,0,12,11,5,0,8,1,2,3,28,18,1,14,9,1,26,14,4,1,0,2,0,31,11,0,26,22,0,0,0,5,0,0,2,1,1,3,4,0,2,3,5,4,6,37,1,17,5,0,0,2,1,0,0,18,3,8,1,1,9,8,9,3,4,2,12,2,5,0,1,3,29,1,0,1,0,0,0,10,1,2,5,3,0,13,0,1,2,1,2,1,3,0,5,1,11,0,0,6,0,0,0,0,6,0,1,1,0,0,1,1,4,1,1,9,2,24,7,0,1,5,0,2,0,1,3,0,1,7,0,14,0,0,0,0,8,1
in_shazam_charts,826,382,949,548,425,946,418,194,953,339,251,168,"1,021","1,281",0,187,0,"1,173",187,29,0,150,73,139,"1,093",168,96,211,325,0,294,197,27,310,354,184,212,81,82,100,62,69,727,311,"1,133",102,332,259,140,16,110,810,176,0,0,0,615,210,216,215,167,37,0,171,16,0,272,529,26,5,169,0,230,,176,0,84,154,194,93,0,115,72,8,0,323,0,49,"1,451","1,17",429,162,82,10,0,478,0,236,200,78,5,266,486,204,34,202,312,32,153,519,458,48,184,0,666,14,925,88,203,44,74,638,64,71,2,3,0,0,136,88,148,22,368,22,1,189,176,52,0,9,31,66,66,0,208,1,28,558,195,13,93,60,503,72,0,56,34,153,0,0,15,454,26,40,200,285,129,162,58,0,0,44,26,13,117,47,20,1,0,0,0,30,80,263,116,57,39,37,0,0,111,7,166,1,19,167,0,99,51
bpm,125,92,138,170,144,141,148,100,130,170,83,150,118,130,174,89,120,78,100,120,140,123,135,133,99,130,107,122,204,110,126,168,98,97,180,120,150,96,95,125,144,90,128,79,144,122,140,134,186,67,106,128,107,130,123,171,137,125,128,130,130,133,101,95,98,173,90,198,140,82,130,81,94,124,128,138,132,131,168,98,102,101,130,142,170,124,110,92,116,129,98,172,150,136,88,143,100,143,112,93,206,88,170,84,134,158,116,117,114,108,144,130,116,121,112,100,150,120,127,90,128,143,139,162,92,95,146,95,115,128,130,127,150,122,140,140,119,110,95,132,125,124,133,112,97,90,80,172,120,140,128,122,130,160,144,192,163,122,154,117,138,96,104,164,118,81,117,174,128,145,150,90,85,180,166,160,160,92,170,96,120,98,92,150,94,90,160,120,109,129,157,130,107,146,139,116,95,170,134
key,B,C#,F,A,A,C#,F,F,C#,D,F#,F,-,D,F#,G#,B,-,B,G,F,F#,-,F,C#,G,B,F#,F#,B,F,F#,C#,E,E,-,F#,F,D,F,A,D,G,F#,-,F,,C#,G,C#,A#,G,F#,G,E,C#,G,G,-,-,B,F,D,F,C#,B,G#,A#,C#,G#,C#,B,C#,A#,D,F,E,D,F#,C#,C#,A#,F,D,C#,G#,C#,C#,D,A,G#,C#,D,A,C#,D#,F#,F,C#,G,G,G,D,E,E,A#,C#,C#,F,D,E,F,B,G,G,A#,D#,F,B,F,A,A,G#,A#,-,F,D,-,E,B,E,A,D,D,-,-,C#,G,G#,F#,A#,D#,B,G,-,F,D#,A,E,G,A,-,-,A,F,B,-,C#,D,A,G,-,C#,G#,-,B,C#,D,C#,-,C#,A,F,D#,C#,G#,G,D,-,C#,G#,-,G,A,F,E,A,-,F,E,G,F#,F,B,A,-,F#,G#,F#
mode,Major,Major,Major,Major,Minor,Major,Minor,Major,Minor,Minor,Minor,Minor,Major,Minor,Minor,Major,Minor,Major,Major,Major,Minor,Major,Minor,Minor,Major,Minor,Major,Minor,Major,Minor,Minor,Major,Minor,Major,Minor,Major,Major,Major,Major,Minor,Minor,Major,Minor,Major,Major,Major,Major,Minor,Major,Minor,Minor,Major,Minor,Minor,Minor,Major,Minor,Minor,Minor,Minor,Major,Major,Major,Minor,Minor,Major,Major,Minor,Major,Major,Minor,Major,Minor,Major,Major,Minor,Major,Major,Minor,Major,Major,Major,Major,Major,Major,Minor,Major,Minor,Major,Major,Major,Minor,Major,Minor,Minor,Major,Minor,Major,Minor,Major,Major,Minor,Major,Minor,Minor,Major,Major,Major,Minor,Minor,Minor,Major,Major,Major,Major,Minor,Minor,Minor,Minor,Major,Minor,Major,Major,Major,Major,Major,Major,Major,Minor,Major,Minor,Minor,Major,Minor,Major,Major,Minor,Minor,Major,Major,Minor,Minor,Minor,Major,Major,Minor,Minor,Major,Major,Minor,Minor,Major,Major,Major,Major,Major,Major,Minor,Major,Minor,Minor,Major,Major,Major,Major,Minor,Major,Major,Major,Major,Minor,Minor,Major,Major,Major,Major,Major,Major,Major,Minor,Major,Major,Major,Major,Major,Minor,Major,Major,Major,Minor,Major,Major,Minor,Minor,Minor,Major,Minor,Minor,Minor
danceability_%,80,71,51,55,65,92,67,67,85,81,57,78,71,51,52,64,78,44,86,63,65,69,48,85,85,79,80,81,52,67,74,56,71,64,72,81,61,75,60,79,56,76,56,56,77,67,71,59,68,53,72,60,92,67,45,50,64,84,86,61,86,70,88,77,90,43,64,59,56,51,77,76,51,61,62,49,58,71,78,68,48,34,63,50,59,78,50,91,82,63,71,74,68,62,53,83,49,56,56,62,43,68,50,62,81,54,80,61,77,61,74,51,77,65,64,70,55,84,82,51,75,64,74,49,81,87,63,55,35,78,82,80,42,78,52,63,75,76,60,56,77,84,93,92,79,59,65,45,60,74,81,78,47,69,73,50,54,66,61,73,78,86,77,45,68,68,82,45,73,60,65,60,55,33,57,71,65,70,56,83,67,70,53,34,37,74,54,70,63,57,54,63,65,50,48,74,84,62,81
valence_%,89,61,32,58,23,66,83,26,22,56,56,52,65,32,66,43,76,14,67,36,87,82,44,81,83,96,82,74,52,78,35,63,17,51,61,63,39,57,48,96,84,91,38,58,75,49,82,51,49,50,17,23,55,96,13,38,88,85,42,53,59,86,72,53,40,28,10,71,48,22,84,53,14,41,55,42,27,24,58,40,50,32,36,20,48,70,45,43,40,84,67,76,14,19,34,69,17,39,24,57,50,17,37,24,53,50,92,45,65,47,37,18,79,49,54,47,30,96,89,42,79,31,68,78,39,57,88,56,12,59,69,74,20,50,20,22,48,96,17,20,74,65,68,67,92,52,27,33,24,96,90,70,86,61,87,85,40,48,41,31,89,74,36,24,61,51,73,10,60,43,51,13,42,38,84,40,95,81,53,93,40,37,12,24,17,36,54,59,46,41,75,49,19,67,37,76,52,55,18
energy_%,83,74,53,72,80,58,76,71,62,48,72,82,68,43,73,73,59,9,66,73,74,76,42,67,68,86,80,71,68,85,84,87,61,63,63,68,73,68,79,85,65,50,97,56,58,64,81,52,59,53,64,91,70,88,54,80,72,68,72,58,96,81,59,64,59,66,62,42,73,53,89,53,59,81,78,62,48,47,73,79,73,57,34,64,76,68,41,71,66,82,60,76,76,53,47,44,35,55,66,59,55,71,90,67,72,40,80,69,72,68,53,44,62,78,81,52,78,71,85,61,63,87,68,64,60,55,93,82,30,65,83,77,86,63,85,54,53,72,45,55,78,50,65,66,89,48,69,59,35,80,77,81,92,71,70,52,67,71,74,69,83,80,63,62,82,60,45,37,77,27,55,53,53,71,94,50,80,63,64,65,52,54,34,56,47,63,55,75,85,66,60,73,72,89,41,70,77,80,64
acousticness_%,31,7,17,11,14,19,48,37,12,21,23,18,6,83,34,5,43,96,14,0,22,6,12,26,7,9,43,14,46,2,0,39,36,12,67,11,37,9,0,27,23,54,4,37,52,10,11,9,16,23,7,0,18,12,70,0,51,58,59,55,50,25,62,74,0,0,7,55,0,1,17,44,65,5,1,9,50,1,5,33,43,78,76,1,4,3,75,9,39,70,19,6,4,11,9,15,71,14,7,3,50,15,0,21,51,61,4,2,2,0,7,76,33,0,36,30,24,18,4,53,33,4,3,19,31,10,3,12,93,10,3,36,21,27,0,46,18,32,16,45,4,67,42,0,5,38,8,6,73,18,1,57,8,33,6,11,0,6,21,6,10,33,1,8,2,3,54,97,3,94,73,4,17,20,11,16,5,4,11,58,86,6,1,4,2,26,67,24,1,63,30,5,10,0,32,7,12,15,3
instrumentalness_%,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,51,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liveness_%,8,10,31,11,11,8,8,11,28,8,27,15,3,9,31,16,34,10,12,36,42,6,11,12,36,9,14,56,15,33,11,11,8,19,9,11,11,13,12,11,10,7,35,11,23,10,6,15,13,44,10,12,15,8,9,9,17,22,9,27,9,25,9,17,10,23,48,10,35,15,43,9,25,10,23,11,12,27,10,30,15,20,35,12,10,11,11,9,25,9,12,10,10,6,83,10,11,11,12,38,15,11,12,13,12,10,10,9,7,13,21,11,15,17,11,6,12,34,23,9,15,8,26,11,7,29,10,34,10,26,27,11,9,9,7,12,18,9,11,32,23,13,12,36,6,10,53,8,31,5,9,10,5,31,28,28,9,12,40,11,12,8,36,16,50,19,7,64,11,14,14,21,22,28,37,16,41,8,45,9,12,9,12,11,11,27,42,9,9,12,7,9,13,19,10,13,7,37,10
speechiness_%,4,4,6,15,6,24,3,4,9,33,5,7,7,3,6,4,3,3,16,4,4,3,3,5,20,9,4,4,4,5,6,5,5,5,28,4,3,6,4,6,6,5,4,10,25,3,5,7,28,7,5,3,7,4,4,7,5,4,19,4,5,5,3,14,29,3,7,7,4,3,5,9,3,3,4,3,3,9,7,6,4,3,9,3,5,4,3,8,7,7,3,9,4,4,4,33,3,13,3,3,10,5,5,28,5,6,3,3,5,3,10,3,3,4,6,33,8,17,6,3,4,4,4,4,3,7,8,5,3,5,5,4,9,5,5,8,34,4,2,3,11,6,25,9,5,11,4,3,3,5,5,5,24,20,5,6,17,4,6,4,5,6,5,3,3,10,3,4,4,4,3,4,3,5,9,22,16,4,6,8,4,8,4,3,3,5,11,4,5,5,5,3,25,8,10,3,4,7,11
